title,journal,source_x,publish_time,year,abstract_word_count
Multivalent HA DNA Vaccination Protects against Highly Pathogenic H5N1 Avian Influenza Infection in Chickens and Mice,PLoS One,PMC,2008-06-18,2008.0,263
Virus-Specific Read-Through Codon Preference Affects Infectivity of Chimeric Cucumber Green Mottle Mosaic Viruses Displaying a Dengue Virus Epitope,J Biomed Biotechnol,PMC,2009-03-22,2009.0,192
Enhanced Hygiene Measures and Norovirus Transmission during an Outbreak,Emerg Infect Dis,PMC,2009-01-03,2009.0,105
Polyomaviruses KI and WU in Immunocompromised Patients with Respiratory Disease,Emerg Infect Dis,PMC,2009-01-03,2009.0,54
On the significance of Surfactant Protein-A within the human lungs,Diagn Pathol,PMC,2009-03-12,2009.0,180
Proteolytic processing of a precursor protein for a growth-promoting peptide by a subtilisin serine protease in Arabidopsis,Plant J,PMC,2008-08-01,2008.0,173
Protein Domain Boundary Predictions: A Structural Biology Perspective,Open Biochem J,PMC,2009-01-21,2009.0,128
Scientific Abstracts,J Gen Intern Med,PMC,2009-04-07,2009.0,0
International Course on Emerging Viruses in the Amazon Region,Emerg Infect Dis,PMC,2009-04-03,2009.0,0
Enhancing Time-Series Detection Algorithms for Automated Biosurveillance,Emerg Infect Dis,PMC,2009-04-03,2009.0,149
Molecular Mechanisms of Recombination Restriction in the Envelope Gene of the Human Immunodeficiency Virus,PLoS Pathog,PMC,2009-05-08,2009.0,265
Avian Influenza Virus Glycoproteins Restrict Virus Replication and Spread through Human Airway Epithelium at Temperatures of the Proximal Airways,PLoS Pathog,PMC,2009-05-15,2009.0,299
A multidimensional classification of public health activity in Australia,Aust New Zealand Health Policy,PMC,2009-04-09,2009.0,318
Small Interfering RNA Targeting M2 Gene Induces Effective and Long Term Inhibition of Influenza A Virus Replication,PLoS One,PMC,2009-05-22,2009.0,202
Increased expression levels of the pvcrt-o and pvmdr1 genes in a patient with severe Plasmodium vivax malaria,Malar J,PMC,2009-04-02,2009.0,313
Health workers' views on quality of prevention of mother-to-child transmission and postnatal care for HIV-infected women and their children,Hum Resour Health,PMC,2009-05-13,2009.0,332
Inhibition of Lassa Virus Glycoprotein Cleavage and Multicycle Replication by Site 1 Protease-Adapted α(1)-Antitrypsin Variants,PLoS Negl Trop Dis,PMC,2009-06-02,2009.0,184
VirHostNet: a knowledge base for the management and the analysis of proteome-wide virus–host interaction networks,Nucleic Acids Res,PMC,2008-11-04,2008.0,195
Rfam: updates to the RNA families database,Nucleic Acids Res,PMC,2008-10-25,2008.0,111
New Respiratory Enterovirus and Recombinant Rhinoviruses among Circulating Picornaviruses,Emerg Infect Dis,PMC,2009-05-03,2009.0,138
Low-Cost HIV-1 Diagnosis and Quantification in Dried Blood Spots by Real Time PCR,PLoS One,PMC,2009-06-05,2009.0,297
A Statistical Framework for the Adaptive Management of Epidemiological Interventions,PLoS One,PMC,2009-06-05,2009.0,122
Bench-to-bedside review: Angiopoietin signalling in critical illness – a future target?,Crit Care,PMC,2009-03-09,2009.0,168
Mapping the sequence mutations of the 2009 H1N1 influenza A virus neuraminidase relative to drug and antibody binding sites,Biol Direct,PMC,2009-05-20,2009.0,144
Development of TaqMan(® )MGB fluorescent real-time PCR assay for the detection of anatid herpesvirus 1,Virol J,PMC,2009-06-04,2009.0,134
Role of nitric oxide in management of acute respiratory distress syndrome,Ann Thorac Med,PMC,,,121
Avian influenza: The tip of the iceberg,Ann Thorac Med,PMC,,,263
The Y271 and I274 Amino Acids in Reverse Transcriptase of Human Immunodeficiency Virus-1 Are Critical to Protein Stability,PLoS One,PMC,2009-07-03,2009.0,202
CVTree update: a newly designed phylogenetic study platform using composition vectors and whole genomes,Nucleic Acids Res,PMC,2009-07-01,2009.0,198
"Remission of Invasive, Cancer Stem-Like Glioblastoma Xenografts Using Lentiviral Vector-Mediated Suicide Gene Therapy",PLoS One,PMC,2009-07-20,2009.0,296
A Microarray Based Approach for the Identification of Common Foodborne Viruses,Open Virol J,PMC,2009-03-19,2009.0,223
Is the risk of multiple sclerosis related to the ‘biography’ of the immune system?,J Neurol,PMC,2009-03-01,2009.0,200
Evidence of Recombination and Genetic Diversity in Human Rhinoviruses in Children with Acute Respiratory Infection,PLoS One,PMC,2009-07-27,2009.0,343
Poster Exhibition,Hepatol Int,PMC,2009-01-31,2009.0,0
Reading chest radiographs in the critically ill (Part II): Radiography of lung pathologies common in the ICU patient,Ann Thorac Med,PMC,,,76
Cytomegalovirus infection in critically ill patients: a systematic review,Crit Care,PMC,2009-05-14,2009.0,191
Heliox reduces respiratory system resistance in respiratory syncytial virus induced respiratory failure,Crit Care,PMC,2009-05-15,2009.0,243
Regulation of the apoptosis-inducing kinase DRAK2 by cyclooxygenase-2 in colorectal cancer,Br J Cancer,PMC,2009-07-28,2009.0,196
Rooting human parechovirus evolution in time,BMC Evol Biol,PMC,2009-07-15,2009.0,232
HIV/AIDS prevention in China: A challenge for the new millennium,Environ Health Prev Med,PMC,2005-05-03,2005.0,179
Emerging zoonotic diseases: An opportunity to apply the concepts of nidality and one-medicine,Environ Health Prev Med,PMC,2005-09-03,2005.0,203
Disease ecology and the global emergence of zoonotic pathogens,Environ Health Prev Med,PMC,2005-09-03,2005.0,232
Globalization and emerging governance modalities,Environ Health Prev Med,PMC,2005-09-03,2005.0,112
Generation and Characterization of Novel Human IRAS Monoclonal Antibodies,J Biomed Biotechnol,PMC,2009-08-10,2009.0,150
Molecular and physiologic basis of quinoline drug resistance in Plasmodium falciparum malaria,Future Microbiol,PMC,2009-05-05,2009.0,113
"Interaction Between Humans and Poultry, Rural Cambodia",Emerg Infect Dis,PMC,2007-01-03,2007.0,51
Bird Migration Routes and Risk for Pathogen Dispersion into Western Mediterranean Wetlands,Emerg Infect Dis,PMC,2007-03-03,2007.0,101
Prolonged extracorporeal membrane oxygenation therapy for severe acute respiratory distress syndrome in a child affected by rituximab-resistant autoimmune hemolytic anemia: a case report,J Med Case Reports,PMC,2009-04-01,2009.0,319
Regulated Ire1-dependent decay of messenger RNAs in mammalian cells,J Cell Biol,PMC,2009-08-10,2009.0,171
Empirical Relationship between Intra-Purine and Intra-Pyrimidine Differences in Conserved Gene Sequences,PLoS One,PMC,2009-08-28,2009.0,231
Willingness of Hong Kong healthcare workers to accept pre-pandemic influenza vaccination at different WHO alert levels: two questionnaire surveys,BMJ,PMC,2009-08-25,2009.0,292
Evolutionarily Conserved Herpesviral Protein Interaction Networks,PLoS Pathog,PMC,2009-09-04,2009.0,210
Insertion/Deletion Polymorphism of Angiotensin Converting Enzyme Gene in Kawasaki Disease,J Korean Med Sci,PMC,2006-04-20,2006.0,163
Differential Regulation of Type I Interferon and Epidermal Growth Factor Pathways by a Human Respirovirus Virulence Factor,PLoS Pathog,PMC,2009-09-18,2009.0,222
A host type I interferon response is induced by cytosolic sensing of the bacterial second messenger cyclic-di-GMP,J Exp Med,PMC,2009-08-31,2009.0,197
Gene Expression Profiling in Cells with Enhanced γ-Secretase Activity,PLoS One,PMC,2009-09-18,2009.0,285
Bayesian Phylogeography Finds Its Roots,PLoS Comput Biol,PMC,2009-09-25,2009.0,244
The Model Repository of the Models of Infectious Disease Agent Study,IEEE Trans Inf Technol Biomed,PMC,2008-07-10,2008.0,192
Escape from Autologous Neutralizing Antibodies in Acute/Early Subtype C HIV-1 Infection Requires Multiple Pathways,PLoS Pathog,PMC,2009-09-18,2009.0,298
Crystal Structure of the N-Acetylmannosamine Kinase Domain of GNE,PLoS One,PMC,2009-10-20,2009.0,231
Increased Host Species Diversity and Decreased Prevalence of Sin Nombre Virus,Emerg Infect Dis,PMC,2009-07-03,2009.0,132
"Chinese-like Strain of Porcine Epidemic Diarrhea Virus, Thailand",Emerg Infect Dis,PMC,2009-07-03,2009.0,48
"Optimism/pessimism and health-related quality of life during pregnancy across three continents: a matched cohort study in China, Ghana, and the United States",BMC Pregnancy Childbirth,PMC,2009-09-01,2009.0,278
Emerging Technologies for the Detection of Rabies Virus: Challenges and Hopes in the 21st Century,PLoS Negl Trop Dis,PMC,2009-09-29,2009.0,368
Ducks: The “Trojan Horses” of H5N1 influenza,Influenza Other Respir Viruses,PMC,2009-05-31,2009.0,230
Non-Hemagglutinating Flaviviruses: Molecular Mechanisms for the Emergence of New Strains via Adaptation to European Ticks,PLoS One,PMC,2009-10-05,2009.0,294
Diagnosis and management of drug-associated interstitial lung disease,Br J Cancer,PMC,2004-08-31,2004.0,149
Development of a fluorescent quantitative real-time polymerase chain reaction assay for the detection of Goose parvovirus in vivo,Virol J,PMC,2009-09-15,2009.0,149
Primary biliary cirrhosis,Semin Immunopathol,PMC,2009-07-15,2009.0,283
ORMA: a tool for identification of species-specific variations in 16S rRNA gene and oligonucleotides design,Nucleic Acids Res,PMC,2009-06-16,2009.0,201
"Initial psychological responses to Influenza A, H1N1 (""Swine flu"")",BMC Infect Dis,PMC,2009-10-06,2009.0,374
On managing complex adaptive systems motivated by biosystems application to infections,Nonlinear Biomed Phys,PMC,2009-10-12,2009.0,31
Prevalence of human herpesvirus 6 antibodies and DNA in allogeneic stem cell transplant patients: two-year single centre experience,Arch Immunol Ther Exp (Warsz),PMC,2008-05-30,2008.0,198
The infection of primary avian tracheal epithelial cells with infectious bronchitis virus,Vet Res,PMC,2009-10-01,2009.0,130
Using Dynamic Stochastic Modelling to Estimate Population Risk Factors in Infectious Disease: The Example of FIV in 15 Cat Populations,PLoS One,PMC,2009-10-16,2009.0,244
Multiplex primer prediction software for divergent targets,Nucleic Acids Res,PMC,2009-09-16,2009.0,159
Short-hairpin RNAs delivered by lentiviral vector transduction trigger RIG-I-mediated IFN activation,Nucleic Acids Res,PMC,2009-09-03,2009.0,198
The early diversification of influenza A/H1N1pdm,PLoS Curr,PMC,2009-11-12,2009.0,181
Immunoglobulin Superfamily Virus Receptors and the Evolution of Adaptive Immunity,PLoS Pathog,PMC,2009-11-26,2009.0,0
Peptide-Mediated Cellular Delivery of Oligonucleotide-Based Therapeutics In Vitro: Quantitative Evaluation of Overall Efficacy Employing Easy to Handle Reporter Systems,Curr Pharm Des,PMC,2008-12-03,2008.0,206
"Human pregnancy-associated malaria-specific B cells target polymorphic, conformational epitopes in VAR2CSA",Mol Microbiol,PMC,2007-01-03,2007.0,188
The OptAIDS project: towards global halting of HIV/AIDS,BMC Public Health,PMC,2009-11-18,2009.0,0
Early Assessment of Anxiety and Behavioral Response to Novel Swine-Origin Influenza A(H1N1),PLoS One,PMC,2009-12-03,2009.0,299
Accurate noise projection for reduced stochastic epidemic models,Chaos,PMC,2009-10-29,2009.0,148
Comparison of distance measures in spatial analytical modeling for health service planning,BMC Health Serv Res,PMC,2009-11-06,2009.0,349
Evaluation of Five Decontamination Methods for Filtering Facepiece Respirators,Ann Occup Hyg,PMC,2009-10-04,2009.0,281
Antiviral Activity of Some Plants Used in Nepalese Traditional Medicine,Evid Based Complement Alternat Med,PMC,2007-10-25,2007.0,103
Predicting intention to treat HIV-infected patients among Tanzanian and Sudanese medical and dental students using the theory of planned behaviour - a cross sectional study,BMC Health Serv Res,PMC,2009-11-20,2009.0,300
Pattern Recognition Receptor–Dependent Mechanisms of Acute Lung Injury,Mol Med,PMC,2009-11-02,2009.0,195
Exposure of cats to low doses of FeLV: seroconversion as the sole parameter of infection,Vet Res,PMC,2009-10-28,2009.0,253
A large and accurate collection of peptidase cleavages in the MEROPS database,Database (Oxford),PMC,2009-11-02,2009.0,306
Efficient Assembly and Secretion of Recombinant Subviral Particles of the Four Dengue Serotypes Using Native prM and E Proteins,PLoS One,PMC,2009-12-15,2009.0,283
Breaking the Waves: Modelling the Potential Impact of Public Health Measures to Defer the Epidemic Peak of Novel Influenza A/H1N1,PLoS One,PMC,2009-12-21,2009.0,302
"European Hedgehogs as Hosts for Borrelia spp., Germany",Emerg Infect Dis,PMC,2007-06-03,2007.0,0
Expression of the VP2 Protein of Murine Norovirus by a Translation Termination-Reinitiation Strategy,PLoS One,PMC,2009-12-22,2009.0,268
Interaction of the HIV-1 frameshift signal with the ribosome,Nucleic Acids Res,PMC,2009-10-07,2009.0,191
Outdoor environments and human pathogens in air,Environ Health,PMC,2009-12-21,2009.0,167
Combination strategies for pandemic influenza response - a systematic review of mathematical modeling studies,BMC Med,PMC,2009-12-10,2009.0,250
"Let the sun shine in: effects of ultraviolet radiation on invasive pneumococcal disease risk in Philadelphia, Pennsylvania",BMC Infect Dis,PMC,2009-12-04,2009.0,310
Listeriolysin O Is Necessary and Sufficient to Induce Autophagy during Listeria monocytogenes Infection,PLoS One,PMC,2010-01-06,2010.0,227
Definition of Mafa-A and -B haplotypes in pedigreed cynomolgus macaques (Macaca fascicularis),Immunogenetics,PMC,2009-11-24,2009.0,182
In Vitro Viability and Cytotoxicity Testing and Same-Well Multi-Parametric Combinations for High Throughput Screening,Curr Chem Genomics,PMC,2009-06-11,2009.0,128
Relapsing macrophage activating syndrome in a 15-year-old girl with Still's disease: a case report,J Med Case Reports,PMC,2009-11-19,2009.0,202
Multiple lung abscesses due to acinetobacter infection: a case report,Cases J,PMC,2009-12-18,2009.0,142
A novel anti-mycobacterial function of mitogen-activated protein kinase phosphatase-1,BMC Immunol,PMC,2009-12-17,2009.0,203
Localization of Low-Density Detergent-Resistant Membrane Proteins in Intact and Acrosome-Reacted Mouse Sperm,Biology of Reproduction,PMC,2009-05-01,2009.0,275
Global Expression Profiling in Epileptogenesis: Does It Add to the Confusion?,Brain Pathol,PMC,2010-01-03,2010.0,132
Fluorescence Competition Assay Measurements of Free Energy Changes for RNA Pseudoknots,Biochemistry,PMC,2009-11-18,2009.0,173
Proteomics Analysis of the Nucleolus in Adenovirus-infected Cells,Mol Cell Proteomics,PMC,2009-10-07,2009.0,185
Analysis of Memory B Cell Responses and Isolation of Novel Monoclonal Antibodies with Neutralizing Breadth from HIV-1-Infected Individuals,PLoS One,PMC,2010-01-20,2010.0,276
"Recode-2: new design, new search tools, and many more genes",Nucleic Acids Res,PMC,2009-09-25,2009.0,164
ViralORFeome: an integrated database to generate a versatile collection of viral ORFs,Nucleic Acids Res,PMC,2009-12-08,2009.0,195
Clinical review: Primary influenza viral pneumonia,Crit Care,PMC,2009-12-21,2009.0,127
Calculating the potential for within-flight transmission of influenza A (H1N1),BMC Med,PMC,2009-12-24,2009.0,365
Abstracts from the 11th International Congress of Behavioral Medicine,Int J Behav Med,PMC,2010-07-15,2010.0,0
IPS-1 Is Essential for the Control of West Nile Virus Infection and Immunity,PLoS Pathog,PMC,2010-02-05,2010.0,243
Severe malaria - a case of fatal Plasmodium knowlesi infection with post-mortem findings: a case report,Malar J,PMC,2010-01-11,2010.0,297
Mathematical Modeling of the Effectiveness of Facemasks in Reducing the Spread of Novel Influenza A (H1N1),PLoS One,PMC,2010-02-10,2010.0,209
